设备型号,安装时间,厂家,损坏时间,设计寿命,损坏时的天气,安装地点,运维班,损坏性质
CPU板件,2015-09-22,南瑞科技,2025-08-15,10,冰雹,somewhere,维修班4,0
显示屏,2016-07-03,南瑞继保,2028-05-16,12,阴,somewhere,维修班1,0
CPU板件,2017-09-03,许继电气,2022-05-24,5,冰雹,somewhere,维修班4,0
CPU板件,2012-11-29,国电南自,2020-09-15,8,晴,somewhere,维修班1,开关设备故障
显示屏,2017-12-23,上海惠安,2032-03-06,15,冰雹,somewhere,维修班3,0
CPU板件,2012-10-09,国电南自,2015-06-06,3,冰雹,somewhere,维修班3,老化
电源DC220,2017-11-13,南瑞继保,2031-05-22,14,大雨,somewhere,维修班4,0
CPU板件,2010-08-18,许继电气,2023-06-14,13,大雨,somewhere,维修班4,0
电源DC220,2015-10-13,国电南自,2023-03-23,8,大雨,somewhere,维修班4,0
电源DC220,2010-12-14,国电南自,2014-04-22,4,冰雹,somewhere,维修班3,电压互感器二次回路故障
CPU板件,2010-07-30,南瑞继保,2017-05-06,7,冰雹,somewhere,维修班2,直流接地
CPU板件,2015-10-12,上海惠安,2019-08-20,4,小雨,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2018-07-03,南瑞科技,2026-04-20,8,大雨,somewhere,维修班3,0
显示屏,2010-06-12,南瑞继保,2019-08-15,10,雷阵雨,somewhere,维修班1,保护装置故障
CPU板件,2012-09-28,南瑞继保,2016-05-11,4,小雨,somewhere,维修班2,继电器触点故障
电源DC220,2012-06-19,国电南自,2025-03-24,13,小雨,somewhere,维修班2,0
显示屏,2020-04-12,国电南自,2026-12-20,7,小雨,somewhere,维修班1,0
电源DC220,2010-06-01,南瑞科技,2018-03-22,8,冰雹,somewhere,维修班2,电压互感器二次回路故障
电源DC220,2011-08-06,上海惠安,2015-01-19,4,大雨,somewhere,维修班4,继电器触点故障
电源DC220,2010-09-19,南瑞继保,2016-06-03,6,阴,somewhere,维修班1,电压互感器二次回路故障
CPU板件,2019-05-10,国电南自,2029-03-15,10,冰雹,somewhere,维修班1,0
显示屏,2012-08-20,上海惠安,2020-05-17,8,阴,somewhere,维修班1,电流互感器二次回路故障
电源DC220,2017-03-16,南瑞科技,2021-12-16,5,冰雹,somewhere,维修班3,0
电源DC220,2018-11-30,国电南自,2028-08-16,10,阴,somewhere,维修班1,0
显示屏,2012-07-28,南瑞科技,2026-05-09,14,晴,somewhere,维修班4,0
CPU板件,2018-11-27,许继电气,2026-08-12,8,雷阵雨,somewhere,维修班4,0
显示屏,2017-03-28,许继电气,2024-01-15,7,大雨,somewhere,维修班3,0
电源DC220,2011-11-03,南瑞继保,2024-07-22,13,大雨,somewhere,维修班2,0
CPU板件,2013-10-18,深圳南瑞,2018-06-15,5,大雨,somewhere,维修班2,开关设备故障
CPU板件,2016-10-08,上海惠安,2024-06-15,8,冰雹,somewhere,维修班1,0
显示屏,2020-04-17,深圳南瑞,2030-02-01,10,冰雹,somewhere,维修班4,0
显示屏,2014-02-22,国电南自,2024-10-08,11,小雨,somewhere,维修班3,0
电源DC220,2019-08-30,南瑞科技,2024-07-04,5,晴,somewhere,维修班2,0
电源DC220,2012-12-16,许继电气,2024-05-10,12,雷阵雨,somewhere,维修班4,0
显示屏,2015-03-29,许继电气,2027-02-03,12,晴,somewhere,维修班4,0
显示屏,2020-04-09,南瑞科技,2027-11-10,8,小雨,somewhere,维修班4,0
显示屏,2010-05-26,南瑞科技,2015-03-02,5,晴,somewhere,维修班4,电流互感器二次回路故障
CPU板件,2017-06-28,南瑞继保,2030-04-11,13,晴,somewhere,维修班1,0
电源DC220,2017-12-05,许继电气,2029-10-25,12,晴,somewhere,维修班4,0
显示屏,2017-04-25,深圳南瑞,2023-01-16,6,晴,somewhere,维修班2,0
电源DC220,2011-11-28,南瑞科技,2018-09-29,7,大雨,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2012-12-02,上海惠安,2027-05-07,15,阴,somewhere,维修班1,0
CPU板件,2015-10-27,许继电气,2021-08-01,6,小雨,somewhere,维修班4,0
显示屏,2020-05-19,深圳南瑞,2033-03-28,13,大雨,somewhere,维修班1,0
CPU板件,2011-07-30,许继电气,2020-01-04,9,晴,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2014-09-23,南瑞继保,2028-05-07,14,阴,somewhere,维修班3,0
显示屏,2014-01-11,南瑞科技,2022-11-07,9,冰雹,somewhere,维修班3,0
电源DC220,2011-01-03,许继电气,2023-09-10,13,阴,somewhere,维修班4,0
CPU板件,2017-06-01,国电南自,2029-02-24,12,雷阵雨,somewhere,维修班3,0
电源DC220,2017-06-08,上海惠安,2025-02-09,8,阴,somewhere,维修班4,0
电源DC220,2010-11-28,南瑞继保,2017-09-17,7,晴,somewhere,维修班2,保护装置故障
CPU板件,2010-10-23,上海惠安,2019-07-03,9,冰雹,somewhere,维修班1,继电器触点故障
CPU板件,2018-07-28,南瑞科技,2030-03-27,12,晴,somewhere,维修班2,0
显示屏,2020-08-04,南瑞科技,2029-03-24,9,雷阵雨,somewhere,维修班4,0
显示屏,2017-07-15,上海惠安,2022-01-04,5,大雨,somewhere,维修班2,0
CPU板件,2020-11-11,许继电气,2024-06-16,4,冰雹,somewhere,维修班4,0
CPU板件,2011-12-17,许继电气,2021-10-14,10,阴,somewhere,维修班2,0
CPU板件,2019-10-24,上海惠安,2032-07-06,13,雷阵雨,somewhere,维修班3,0
CPU板件,2020-08-29,国电南自,2030-06-27,10,大雨,somewhere,维修班1,0
电源DC220,2016-04-02,深圳南瑞,2026-12-14,11,雷阵雨,somewhere,维修班2,0
电源DC220,2020-02-23,国电南自,2034-12-23,15,雷阵雨,somewhere,维修班4,0
显示屏,2013-10-01,深圳南瑞,2028-03-01,15,雷阵雨,somewhere,维修班2,0
显示屏,2015-08-22,南瑞继保,2029-04-28,14,雷阵雨,somewhere,维修班2,0
电源DC220,2020-03-13,南瑞继保,2033-12-15,14,晴,somewhere,维修班3,0
电源DC220,2010-01-09,国电南自,2014-07-10,5,冰雹,somewhere,维修班2,继电器触点故障
电源DC220,2011-08-23,国电南自,2024-06-06,13,雷阵雨,somewhere,维修班4,0
显示屏,2017-01-01,深圳南瑞,2030-09-16,14,阴,somewhere,维修班4,0
电源DC220,2010-01-22,南瑞继保,2018-11-22,9,雷阵雨,somewhere,维修班2,直流接地
电源DC220,2019-06-08,上海惠安,2023-12-21,5,雷阵雨,somewhere,维修班4,0
CPU板件,2016-06-02,许继电气,2023-01-15,7,阴,somewhere,维修班3,0
显示屏,2014-08-19,许继电气,2023-05-10,9,阴,somewhere,维修班3,0
电源DC220,2014-03-01,南瑞继保,2026-12-20,13,冰雹,somewhere,维修班2,0
显示屏,2010-08-18,上海惠安,2022-04-27,12,大雨,somewhere,维修班2,0
显示屏,2014-12-16,深圳南瑞,2029-08-28,15,雷阵雨,somewhere,维修班1,0
电源DC220,2016-07-28,南瑞继保,2022-05-19,6,晴,somewhere,维修班2,0
CPU板件,2015-04-21,上海惠安,2019-01-05,4,大雨,somewhere,维修班3,直流接地
显示屏,2017-01-13,南瑞继保,2030-11-11,14,阴,somewhere,维修班1,0
CPU板件,2010-10-07,上海惠安,2020-08-01,10,冰雹,somewhere,维修班4,电压互感器二次回路故障
电源DC220,2013-11-05,南瑞继保,2017-04-27,4,阴,somewhere,维修班3,开关设备故障
CPU板件,2012-12-12,南瑞科技,2023-08-31,11,阴,somewhere,维修班2,0
CPU板件,2020-12-05,南瑞科技,2027-08-23,7,阴,somewhere,维修班2,0
显示屏,2011-03-23,南瑞科技,2024-12-18,14,冰雹,somewhere,维修班1,0
CPU板件,2013-09-05,国电南自,2017-03-26,4,小雨,somewhere,维修班4,保护装置故障
电源DC220,2012-08-27,许继电气,2023-06-12,11,大雨,somewhere,维修班1,0
电源DC220,2010-02-06,国电南自,2022-10-03,13,雷阵雨,somewhere,维修班1,0
CPU板件,2013-07-21,南瑞继保,2028-05-09,15,晴,somewhere,维修班1,0
电源DC220,2014-02-08,深圳南瑞,2021-08-27,8,冰雹,somewhere,维修班3,0
电源DC220,2019-10-28,南瑞科技,2030-05-26,11,小雨,somewhere,维修班3,0
CPU板件,2015-01-07,许继电气,2017-09-17,3,冰雹,somewhere,维修班1,老化
显示屏,2014-03-17,许继电气,2024-10-24,11,冰雹,somewhere,维修班3,0
CPU板件,2012-02-27,深圳南瑞,2019-01-17,7,小雨,somewhere,维修班3,继电器触点故障
电源DC220,2011-06-17,深圳南瑞,2015-03-19,5,小雨,somewhere,维修班3,保护装置故障
CPU板件,2013-09-03,国电南自,2019-06-12,6,晴,somewhere,维修班1,保护装置故障
电源DC220,2017-05-15,上海惠安,2022-01-19,5,小雨,somewhere,维修班2,0
显示屏,2010-07-18,南瑞继保,2018-05-01,8,冰雹,somewhere,维修班4,直流接地
显示屏,2011-06-06,南瑞继保,2015-02-24,4,晴,somewhere,维修班3,老化
电源DC220,2020-07-10,国电南自,2025-05-03,5,大雨,somewhere,维修班1,0
CPU板件,2012-07-10,许继电气,2019-03-30,7,冰雹,somewhere,维修班3,开关设备故障
CPU板件,2020-08-23,国电南自,2023-04-22,3,小雨,somewhere,维修班3,0
显示屏,2010-08-10,许继电气,2017-06-01,7,大雨,somewhere,维修班1,保护装置故障
CPU板件,2012-02-10,许继电气,2020-11-20,9,阴,somewhere,维修班4,继电器触点故障
显示屏,2016-10-05,南瑞继保,2024-07-19,8,阴,somewhere,维修班4,0
电源DC220,2010-01-06,南瑞继保,2018-09-07,9,阴,somewhere,维修班3,保护装置故障
显示屏,2012-02-02,许继电气,2022-11-29,11,冰雹,somewhere,维修班2,0
电源DC220,2012-04-15,深圳南瑞,2023-11-26,12,晴,somewhere,维修班3,0
电源DC220,2015-03-08,南瑞科技,2018-11-17,4,大雨,somewhere,维修班2,直流接地
CPU板件,2016-06-19,南瑞科技,2021-03-14,5,晴,somewhere,维修班4,继电器触点故障
显示屏,2017-02-16,南瑞继保,2028-01-30,12,雷阵雨,somewhere,维修班1,0
电源DC220,2020-03-07,南瑞继保,2025-12-12,6,大雨,somewhere,维修班3,0
CPU板件,2018-08-05,许继电气,2029-06-17,11,小雨,somewhere,维修班4,0
CPU板件,2018-03-10,许继电气,2024-11-09,7,大雨,somewhere,维修班4,0
显示屏,2011-05-26,南瑞科技,2017-01-07,6,雷阵雨,somewhere,维修班3,继电器触点故障
显示屏,2013-10-16,南瑞科技,2025-07-26,12,冰雹,somewhere,维修班4,0
显示屏,2018-09-03,南瑞科技,2024-06-23,6,冰雹,somewhere,维修班2,0
显示屏,2012-12-12,国电南自,2024-09-16,12,大雨,somewhere,维修班1,0
显示屏,2016-08-10,许继电气,2020-05-31,4,阴,somewhere,维修班4,开关设备故障
显示屏,2011-06-28,南瑞继保,2020-03-17,9,晴,somewhere,维修班1,老化
CPU板件,2019-12-04,许继电气,2029-06-12,10,大雨,somewhere,维修班2,0
CPU板件,2013-10-30,深圳南瑞,2026-05-26,13,大雨,somewhere,维修班4,0
CPU板件,2019-04-10,上海惠安,2029-01-31,10,阴,somewhere,维修班1,0
CPU板件,2020-07-19,上海惠安,2024-05-25,4,雷阵雨,somewhere,维修班4,0
显示屏,2018-03-04,上海惠安,2028-12-08,11,阴,somewhere,维修班3,0
CPU板件,2016-04-28,上海惠安,2019-08-07,4,冰雹,somewhere,维修班1,电流互感器二次回路故障
电源DC220,2014-04-25,许继电气,2021-01-07,7,小雨,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2010-07-28,国电南自,2023-05-26,13,晴,somewhere,维修班4,0
CPU板件,2019-07-25,南瑞继保,2023-06-08,4,冰雹,somewhere,维修班1,0
显示屏,2018-12-19,深圳南瑞,2032-10-27,14,大雨,somewhere,维修班2,0
CPU板件,2018-10-02,深圳南瑞,2024-04-23,6,小雨,somewhere,维修班1,0
显示屏,2012-01-17,南瑞继保,2016-09-10,5,晴,somewhere,维修班1,直流接地
显示屏,2016-04-02,南瑞继保,2030-02-01,14,大雨,somewhere,维修班1,0
电源DC220,2015-07-24,南瑞继保,2025-04-29,10,晴,somewhere,维修班1,0
电源DC220,2017-11-29,许继电气,2023-09-26,6,晴,somewhere,维修班3,0
电源DC220,2018-01-30,上海惠安,2021-10-07,4,大雨,somewhere,维修班2,0
CPU板件,2020-11-04,南瑞继保,2035-06-12,15,大雨,somewhere,维修班2,0
CPU板件,2016-06-02,上海惠安,2028-01-02,12,晴,somewhere,维修班2,0
CPU板件,2020-05-24,许继电气,2029-01-31,9,雷阵雨,somewhere,维修班3,0
显示屏,2015-02-24,上海惠安,2018-09-30,4,大雨,somewhere,维修班3,电流互感器二次回路故障
电源DC220,2019-04-09,许继电气,2026-02-03,7,雷阵雨,somewhere,维修班4,0
电源DC220,2016-05-27,上海惠安,2022-03-18,6,小雨,somewhere,维修班1,0
CPU板件,2012-07-13,许继电气,2019-05-10,7,大雨,somewhere,维修班4,老化
电源DC220,2020-01-08,南瑞科技,2026-09-28,7,小雨,somewhere,维修班4,0
显示屏,2011-09-22,上海惠安,2014-06-21,3,阴,somewhere,维修班3,老化
电源DC220,2020-02-26,国电南自,2023-12-09,4,冰雹,somewhere,维修班4,0
CPU板件,2018-08-31,上海惠安,2026-05-03,8,小雨,somewhere,维修班1,0
显示屏,2011-10-24,许继电气,2018-04-21,7,阴,somewhere,维修班1,直流接地
显示屏,2017-07-25,深圳南瑞,2029-04-27,12,雷阵雨,somewhere,维修班4,0
电源DC220,2016-06-15,许继电气,2030-03-17,14,大雨,somewhere,维修班2,0
CPU板件,2019-03-01,南瑞继保,2031-12-10,13,阴,somewhere,维修班1,0
电源DC220,2012-01-05,深圳南瑞,2015-08-16,4,雷阵雨,somewhere,维修班2,老化
显示屏,2012-08-16,上海惠安,2024-05-10,12,阴,somewhere,维修班4,0
电源DC220,2016-03-07,南瑞继保,2028-12-22,13,雷阵雨,somewhere,维修班2,0
显示屏,2017-02-10,南瑞科技,2020-06-10,4,晴,somewhere,维修班4,电压互感器二次回路故障
显示屏,2020-07-19,南瑞继保,2023-04-02,3,大雨,somewhere,维修班3,0
电源DC220,2012-12-21,国电南自,2021-10-08,9,大雨,somewhere,维修班2,0
显示屏,2020-02-06,深圳南瑞,2033-11-16,14,小雨,somewhere,维修班2,0
电源DC220,2020-07-02,许继电气,2035-02-06,15,晴,somewhere,维修班2,0
CPU板件,2016-06-11,上海惠安,2019-03-14,3,阴,somewhere,维修班4,电压互感器二次回路故障
电源DC220,2011-10-24,国电南自,2017-08-12,6,雷阵雨,somewhere,维修班2,继电器触点故障
电源DC220,2017-02-24,上海惠安,2020-12-13,4,晴,somewhere,维修班4,开关设备故障
CPU板件,2017-01-07,深圳南瑞,2029-09-23,13,小雨,somewhere,维修班1,0
显示屏,2014-01-30,许继电气,2021-06-21,8,晴,somewhere,维修班1,0
显示屏,2018-08-24,许继电气,2025-05-06,7,晴,somewhere,维修班1,0
显示屏,2011-11-11,南瑞继保,2022-08-15,11,阴,somewhere,维修班4,0
电源DC220,2015-03-07,深圳南瑞,2024-12-09,10,阴,somewhere,维修班2,0
电源DC220,2015-08-14,南瑞科技,2018-02-20,3,阴,somewhere,维修班4,老化
电源DC220,2013-08-19,许继电气,2016-06-30,3,晴,somewhere,维修班4,开关设备故障
CPU板件,2015-05-09,南瑞继保,2020-02-04,5,小雨,somewhere,维修班1,电流互感器二次回路故障
显示屏,2011-05-09,上海惠安,2024-01-19,13,小雨,somewhere,维修班1,0
电源DC220,2020-10-14,深圳南瑞,2032-04-03,12,冰雹,somewhere,维修班3,0
CPU板件,2010-01-17,上海惠安,2012-11-06,3,冰雹,somewhere,维修班2,保护装置故障
CPU板件,2010-05-16,上海惠安,2024-02-14,14,雷阵雨,somewhere,维修班1,0
电源DC220,2018-08-17,深圳南瑞,2026-01-18,8,大雨,somewhere,维修班3,0
显示屏,2015-08-18,深圳南瑞,2027-05-23,12,大雨,somewhere,维修班3,0
电源DC220,2019-12-18,南瑞继保,2029-09-25,10,大雨,somewhere,维修班4,0
显示屏,2017-11-26,许继电气,2031-07-18,14,阴,somewhere,维修班4,0
CPU板件,2011-07-25,深圳南瑞,2015-05-21,4,大雨,somewhere,维修班2,电压互感器二次回路故障
CPU板件,2012-05-01,上海惠安,2023-03-04,11,阴,somewhere,维修班2,0
电源DC220,2020-10-07,许继电气,2029-06-13,9,大雨,somewhere,维修班1,0
电源DC220,2018-04-11,南瑞科技,2029-06-12,12,大雨,somewhere,维修班4,0
电源DC220,2015-12-08,南瑞科技,2029-10-04,14,冰雹,somewhere,维修班2,0
电源DC220,2011-01-22,深圳南瑞,2016-11-03,6,小雨,somewhere,维修班2,继电器触点故障
电源DC220,2017-10-24,南瑞继保,2028-07-05,11,小雨,somewhere,维修班2,0
显示屏,2012-01-21,南瑞科技,2026-08-28,15,阴,somewhere,维修班4,0
CPU板件,2019-12-23,深圳南瑞,2028-11-08,9,阴,somewhere,维修班1,0
显示屏,2018-05-26,上海惠安,2023-02-07,5,冰雹,somewhere,维修班4,0
显示屏,2018-05-24,上海惠安,2030-03-05,12,大雨,somewhere,维修班4,0
显示屏,2020-07-08,深圳南瑞,2022-09-23,3,大雨,somewhere,维修班1,0
CPU板件,2020-06-27,国电南自,2033-03-17,13,大雨,somewhere,维修班2,0
显示屏,2011-07-11,南瑞继保,2015-09-16,5,阴,somewhere,维修班3,老化
电源DC220,2013-08-15,国电南自,2020-02-09,7,雷阵雨,somewhere,维修班3,电压互感器二次回路故障
显示屏,2010-08-15,国电南自,2025-05-31,15,雷阵雨,somewhere,维修班4,0
电源DC220,2010-08-01,深圳南瑞,2021-05-15,11,晴,somewhere,维修班4,保护装置故障
电源DC220,2010-12-27,南瑞继保,2024-10-09,14,雷阵雨,somewhere,维修班2,0
显示屏,2017-11-29,南瑞继保,2032-04-10,15,大雨,somewhere,维修班1,0
显示屏,2014-11-08,上海惠安,2022-08-01,8,阴,somewhere,维修班1,0
电源DC220,2017-11-19,国电南自,2027-04-08,10,大雨,somewhere,维修班3,0
显示屏,2016-03-02,许继电气,2028-08-11,13,大雨,somewhere,维修班4,0
显示屏,2010-03-10,许继电气,2024-11-02,15,雷阵雨,somewhere,维修班4,0
CPU板件,2014-05-19,深圳南瑞,2020-03-27,6,雷阵雨,somewhere,维修班4,电压互感器二次回路故障
显示屏,2017-03-01,上海惠安,2020-01-09,3,小雨,somewhere,维修班2,保护装置故障
显示屏,2013-12-19,许继电气,2022-08-28,9,小雨,somewhere,维修班2,0
电源DC220,2013-05-21,上海惠安,2018-02-15,5,冰雹,somewhere,维修班2,开关设备故障
显示屏,2017-12-04,上海惠安,2032-05-21,15,大雨,somewhere,维修班2,0
电源DC220,2011-06-23,深圳南瑞,2019-03-02,8,阴,somewhere,维修班1,保护装置故障
显示屏,2019-11-01,南瑞科技,2024-04-30,5,晴,somewhere,维修班4,0
电源DC220,2011-05-17,上海惠安,2023-01-25,12,晴,somewhere,维修班4,0
显示屏,2018-04-02,许继电气,2024-12-30,7,晴,somewhere,维修班4,0
电源DC220,2013-03-21,深圳南瑞,2026-01-22,13,冰雹,somewhere,维修班3,0
显示屏,2020-04-23,深圳南瑞,2032-12-29,13,阴,somewhere,维修班3,0
电源DC220,2019-09-02,南瑞科技,2033-04-06,14,晴,somewhere,维修班3,0
电源DC220,2010-10-28,上海惠安,2023-08-14,13,冰雹,somewhere,维修班1,0
显示屏,2017-02-08,深圳南瑞,2026-11-30,10,雷阵雨,somewhere,维修班1,0
显示屏,2015-03-08,上海惠安,2024-11-04,10,小雨,somewhere,维修班1,0
CPU板件,2014-10-07,上海惠安,2018-07-14,4,冰雹,somewhere,维修班2,直流接地
CPU板件,2018-01-09,上海惠安,2028-10-02,11,晴,somewhere,维修班3,0
电源DC220,2012-01-11,许继电气,2024-11-18,13,阴,somewhere,维修班2,0
显示屏,2011-12-03,南瑞继保,2018-08-23,7,阴,somewhere,维修班2,继电器触点故障
电源DC220,2019-03-25,国电南自,2027-01-14,8,冰雹,somewhere,维修班3,0
显示屏,2013-05-13,国电南自,2026-12-28,14,晴,somewhere,维修班4,0
电源DC220,2016-12-13,国电南自,2031-08-26,15,大雨,somewhere,维修班3,0
CPU板件,2012-01-15,南瑞科技,2026-09-16,15,大雨,somewhere,维修班1,0
CPU板件,2019-04-13,南瑞科技,2026-02-03,7,晴,somewhere,维修班2,0
CPU板件,2016-09-27,上海惠安,2028-04-25,12,阴,somewhere,维修班2,0
电源DC220,2017-12-21,上海惠安,2031-10-12,14,大雨,somewhere,维修班2,0
电源DC220,2020-05-11,国电南自,2024-02-06,4,雷阵雨,somewhere,维修班2,0
显示屏,2013-12-27,国电南自,2024-07-22,11,大雨,somewhere,维修班2,0
CPU板件,2018-02-23,国电南自,2022-01-05,5,小雨,somewhere,维修班3,0
显示屏,2016-10-14,南瑞科技,2031-07-20,15,雷阵雨,somewhere,维修班3,0
电源DC220,2013-01-16,深圳南瑞,2021-10-31,9,小雨,somewhere,维修班2,0
CPU板件,2016-08-11,许继电气,2022-04-20,6,雷阵雨,somewhere,维修班1,0
显示屏,2018-04-21,上海惠安,2023-01-02,5,冰雹,somewhere,维修班1,0
电源DC220,2011-08-21,许继电气,2024-05-09,13,阴,somewhere,维修班3,0
显示屏,2014-01-11,许继电气,2027-06-20,14,大雨,somewhere,维修班2,0
